Age	Attrition	BusinessTravel	Gender	JobLevel	JobRole	JobSatisfaction	MonthlyIncome	NumCompaniesWorked	OverTime	PercentSalaryHike	TotalWorkingYears	YearsAtCompany
31	Yes	Travel_Frequently	Female	1	Sales Representative	3	1359	1	No	12	1	1
30	No	Travel_Rarely	Female	2	Sales Executive	1	4779	7	No	14	8	3
31	No	Travel_Rarely	Female	4	Research Director	2	16422	3	No	11	9	3
34	No	Travel_Frequently	Male	1	Research Scientist	1	2996	5	No	14	10	4
31	Yes	Travel_Rarely	Female	1	Research Scientist	2	1261	1	No	12	1	1
27	No	Travel_Rarely	Male	1	Laboratory Technician	1	2099	0	No	14	6	5
36	No	Travel_Rarely	Male	2	Laboratory Technician	4	5810	1	No	16	10	10
36	No	Travel_Rarely	Female	2	Sales Executive	1	5647	4	No	13	11	3
47	No	Travel_Rarely	Male	1	Research Scientist	4	3420	7	No	12	17	6
25	Yes	Travel_Rarely	Male	1	Sales Representative	1	4400	3	No	12	6	3
37	No	Non-Travel	Male	1	Laboratory Technician	3	3500	0	No	14	7	6
56	No	Travel_Rarely	Female	1	Research Scientist	1	2066	2	No	22	5	3
47	No	Travel_Rarely	Female	4	Research Director	3	17169	3	No	19	26	20
24	No	Travel_Rarely	Female	2	Sales Executive	3	4162	1	Yes	12	5	5
32	No	Travel_Rarely	Male	2	Sales Executive	4	9204	4	No	12	7	4
34	No	Travel_Rarely	Female	1	Laboratory Technician	2	3294	5	No	17	7	5
41	No	Travel_Rarely	Male	1	Research Scientist	3	2127	2	Yes	12	7	4
40	No	Non-Travel	Male	2	Laboratory Technician	3	3975	3	No	11	11	8
31	No	Travel_Rarely	Male	3	Sales Executive	4	10793	1	No	18	13	13
46	Yes	Travel_Rarely	Male	3	Sales Executive	4	10096	4	No	11	28	7
39	Yes	Non-Travel	Female	1	Laboratory Technician	1	3646	2	Yes	23	11	1
31	Yes	Travel_Frequently	Female	3	Manufacturing Director	2	7446	1	No	11	10	10
45	No	Travel_Rarely	Male	3	Healthcare Representative	1	10851	2	Yes	18	24	7
31	No	Travel_Rarely	Female	1	Human Resources	2	2109	9	No	18	8	3
31	Yes	Travel_Frequently	Male	1	Laboratory Technician	4	3722	6	Yes	13	7	2
45	No	Travel_Rarely	Male	3	Manufacturing Director	4	9380	4	Yes	18	10	3
48	No	Travel_Rarely	Male	2	Sales Executive	1	5486	4	No	11	15	2
34	Yes	Travel_Rarely	Female	1	Human Resources	3	2742	1	No	15	2	2
40	No	Non-Travel	Male	3	Research Director	2	13757	2	No	11	16	9
28	No	Travel_Rarely	Male	2	Sales Executive	1	8463	0	No	18	6	5
44	No	Non-Travel	Male	1	Laboratory Technician	3	3162	3	No	14	7	5
53	No	Travel_Rarely	Male	4	Research Director	2	16598	4	No	12	35	9
49	No	Travel_Rarely	Male	2	Healthcare Representative	3	6651	2	No	14	20	3
40	No	Travel_Rarely	Male	1	Research Scientist	3	2345	2	No	14	8	3
44	No	Travel_Rarely	Male	1	Research Scientist	2	3420	1	No	13	6	5
33	No	Travel_Frequently	Male	2	Sales Executive	1	4373	0	No	14	5	4
34	No	Travel_Rarely	Male	2	Sales Executive	1	4759	3	No	18	15	13
30	No	Travel_Rarely	Male	2	Sales Executive	3	5301	8	No	15	4	2
42	No	Travel_Frequently	Female	1	Laboratory Technician	4	3673	1	No	13	12	12
44	No	Travel_Frequently	Female	2	Sales Executive	3	4768	7	No	12	11	1
30	No	Non-Travel	Male	1	Research Scientist	3	1274	1	No	13	1	1
57	No	Travel_Rarely	Male	2	Research Scientist	3	4900	0	No	24	13	12
49	No	Travel_Rarely	Male	3	Healthcare Representative	2	10466	3	No	14	29	8
34	No	Travel_Frequently	Male	4	Research Director	1	17007	7	No	14	16	14
28	Yes	Travel_Frequently	Male	1	Sales Representative	3	2909	3	No	15	5	3
29	Yes	Travel_Frequently	Female	2	Sales Executive	2	5765	5	No	11	7	5
34	Yes	Travel_Rarely	Female	2	Sales Executive	2	4599	0	Yes	23	16	15
35	No	Travel_Rarely	Male	1	Sales Representative	3	2404	1	No	13	1	1
24	Yes	Travel_Frequently	Male	1	Laboratory Technician	1	3172	2	Yes	11	4	0
24	No	Non-Travel	Female	1	Sales Representative	2	2033	1	No	13	1	1
44	No	Travel_Frequently	Male	3	Manufacturing Director	3	10209	5	Yes	18	16	2
29	No	Travel_Rarely	Male	2	Sales Executive	3	8620	1	No	14	10	10
30	No	Travel_Rarely	Male	1	Human Resources	3	2064	0	No	21	6	5
55	No	Travel_Rarely	Male	2	Healthcare Representative	3	4035	0	Yes	16	4	3
33	No	Travel_Rarely	Female	1	Laboratory Technician	2	3838	8	No	11	8	5
47	No	Travel_Rarely	Female	2	Sales Executive	3	4591	3	Yes	17	11	5
28	Yes	Travel_Frequently	Male	1	Laboratory Technician	1	2561	7	No	11	8	0
28	No	Travel_Rarely	Male	1	Research Scientist	3	1563	1	No	14	1	1
28	No	Travel_Frequently	Male	2	Sales Executive	1	4898	0	No	14	5	4
49	No	Travel_Rarely	Female	2	Laboratory Technician	1	4789	4	No	25	10	3
29	No	Travel_Frequently	Female	1	Laboratory Technician	2	3180	0	No	13	4	3
28	No	Travel_Rarely	Male	2	Manufacturing Director	2	6549	1	No	14	8	8
33	No	Travel_Rarely	Male	2	Healthcare Representative	3	6388	2	Yes	17	14	0
32	No	Travel_Rarely	Male	3	Manager	4	11244	2	No	25	10	5
54	No	Travel_Frequently	Female	4	Manager	4	16032	3	No	20	26	14
29	Yes	Travel_Rarely	Male	1	Research Scientist	1	2362	6	No	13	11	9
44	No	Travel_Rarely	Male	4	Research Director	1	16328	3	No	13	24	20
39	No	Travel_Rarely	Female	3	Manufacturing Director	2	8376	4	No	18	9	2
46	No	Travel_Rarely	Female	4	Manager	2	16606	8	No	12	23	13
35	No	Travel_Rarely	Female	3	Healthcare Representative	2	8606	1	No	19	11	11
23	No	Travel_Rarely	Male	2	Laboratory Technician	3	2272	0	No	14	5	4
40	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2018	3	No	14	15	5
34	No	Travel_Rarely	Male	3	Sales Executive	3	7083	1	Yes	14	10	10
31	Yes	Travel_Frequently	Female	1	Research Scientist	3	4084	1	No	12	7	7
50	No	Travel_Frequently	Male	4	Research Director	4	14411	1	Yes	13	32	32
34	No	Travel_Rarely	Male	1	Sales Representative	3	2308	0	Yes	25	12	11
42	No	Travel_Rarely	Male	1	Laboratory Technician	2	4841	4	No	14	4	1
37	No	Travel_Rarely	Male	2	Research Scientist	4	4285	1	No	17	10	10
29	No	Travel_Rarely	Female	2	Healthcare Representative	1	9715	3	No	13	9	7
33	No	Travel_Rarely	Male	2	Manufacturing Director	2	4320	1	No	13	5	5
45	No	Travel_Rarely	Male	1	Research Scientist	4	2132	4	No	20	8	5
42	No	Travel_Frequently	Male	3	Healthcare Representative	4	10124	2	Yes	14	24	20
40	No	Travel_Rarely	Male	2	Sales Executive	1	5473	0	No	12	9	8
33	No	Travel_Rarely	Male	2	Laboratory Technician	3	5207	1	Yes	12	15	15
40	No	Travel_Rarely	Male	4	Manager	4	16437	1	Yes	21	21	21
24	No	Travel_Rarely	Male	1	Laboratory Technician	1	2296	0	No	14	2	1
40	No	Non-Travel	Male	2	Healthcare Representative	4	4069	3	Yes	18	8	2
45	No	Travel_Rarely	Male	3	Healthcare Representative	2	7441	1	No	12	10	10
35	No	Travel_Rarely	Female	1	Sales Representative	3	2430	0	No	23	6	5
32	No	Travel_Rarely	Female	2	Research Scientist	2	5878	3	No	12	12	7
36	No	Travel_Rarely	Male	1	Sales Representative	4	2644	3	Yes	21	7	3
48	No	Travel_Rarely	Female	2	Sales Executive	3	6439	8	No	14	18	8
29	No	Travel_Rarely	Male	1	Research Scientist	3	2451	6	No	18	5	1
33	No	Travel_Rarely	Male	2	Sales Executive	1	6392	2	No	13	8	2
30	Yes	Travel_Rarely	Male	2	Sales Executive	1	9714	1	No	11	10	10
38	No	Travel_Frequently	Male	2	Human Resources	3	6077	3	No	11	10	6
35	No	Travel_Rarely	Male	1	Laboratory Technician	1	2450	1	No	19	3	3
30	No	Travel_Rarely	Male	3	Sales Executive	2	9250	3	No	12	9	4
35	Yes	Travel_Rarely	Female	1	Laboratory Technician	1	2074	1	Yes	12	1	1
53	Yes	Travel_Rarely	Female	3	Manufacturing Director	4	10169	0	No	16	34	33
38	Yes	Travel_Rarely	Male	2	Manufacturing Director	2	4855	4	No	11	7	5
32	No	Non-Travel	Male	2	Research Scientist	1	4087	4	No	14	9	6
48	No	Travel_Rarely	Female	1	Research Scientist	1	2367	8	No	12	10	8
34	No	Travel_Rarely	Male	1	Research Scientist	4	2972	1	No	13	1	1
55	No	Travel_Rarely	Male	5	Manager	4	19586	1	No	21	36	36
34	No	Travel_Rarely	Male	2	Research Scientist	4	5484	9	No	17	9	2
26	No	Travel_Rarely	Female	1	Research Scientist	4	2061	1	No	21	1	1
38	No	Travel_Rarely	Male	2	Sales Executive	2	9924	0	No	11	10	9
38	No	Travel_Rarely	Female	2	Sales Executive	2	4198	2	No	12	8	3
36	No	Travel_Rarely	Female	2	Sales Executive	3	6815	6	No	13	15	1
29	No	Travel_Rarely	Male	1	Laboratory Technician	1	4723	1	Yes	18	10	10
35	No	Travel_Rarely	Female	2	Healthcare Representative	3	6142	3	Yes	16	10	5
39	No	Travel_Rarely	Male	3	Sales Executive	3	8237	2	No	11	11	7
29	No	Travel_Frequently	Male	2	Healthcare Representative	4	8853	1	No	19	6	6
50	No	Travel_Rarely	Male	5	Manager	3	19331	4	Yes	16	27	1
23	No	Travel_Rarely	Male	1	Research Scientist	3	2073	2	No	16	4	2
36	No	Travel_Frequently	Male	2	Laboratory Technician	1	5562	3	Yes	13	9	3
42	No	Travel_Rarely	Male	5	Manager	4	19613	8	No	22	24	1
35	No	Travel_Rarely	Male	2	Laboratory Technician	3	3407	1	No	17	10	10
34	No	Travel_Frequently	Male	2	Healthcare Representative	3	5063	1	No	14	8	8
40	No	Travel_Rarely	Female	2	Sales Executive	1	4639	1	No	15	5	5
43	No	Travel_Rarely	Male	1	Laboratory Technician	2	4876	5	No	12	8	6
35	No	Travel_Rarely	Male	1	Laboratory Technician	4	2690	1	No	18	1	1
46	No	Travel_Rarely	Male	4	Manager	1	17567	1	No	15	27	26
28	Yes	Travel_Rarely	Male	1	Laboratory Technician	2	2408	1	Yes	17	1	1
22	No	Non-Travel	Female	1	Research Scientist	3	2814	1	Yes	14	4	4
50	No	Travel_Frequently	Male	4	Healthcare Representative	3	11245	2	Yes	15	32	30
32	No	Travel_Rarely	Female	1	Research Scientist	4	3312	3	No	17	6	3
44	No	Travel_Rarely	Female	5	Research Director	4	19049	0	Yes	14	23	22
30	No	Travel_Rarely	Male	1	Research Scientist	2	2141	1	No	12	6	6
45	No	Travel_Rarely	Female	2	Laboratory Technician	1	5769	1	Yes	14	10	10
45	No	Non-Travel	Male	2	Sales Executive	1	4385	1	No	15	10	10
31	No	Travel_Frequently	Male	2	Sales Executive	1	5332	7	No	13	10	5
36	No	Travel_Rarely	Female	2	Manufacturing Director	3	4663	9	Yes	12	7	3
34	No	Travel_Frequently	Male	2	Manufacturing Director	4	4724	1	No	13	9	9
49	No	Travel_Rarely	Female	1	Laboratory Technician	1	3211	1	No	14	10	9
39	No	Travel_Rarely	Male	2	Manufacturing Director	1	5377	2	No	13	10	7
27	No	Travel_Rarely	Male	1	Laboratory Technician	1	4066	1	No	11	7	7
35	No	Travel_Rarely	Male	2	Research Scientist	1	5208	1	No	11	16	16
28	No	Travel_Rarely	Female	2	Manufacturing Director	1	4877	0	No	21	6	5
21	No	Travel_Rarely	Male	1	Research Scientist	4	3117	1	No	18	3	2
18	Yes	Travel_Frequently	Female	1	Sales Representative	4	1569	1	Yes	12	0	0
47	No	Travel_Rarely	Female	5	Manager	3	19658	3	No	11	27	5
39	No	Travel_Rarely	Male	2	Laboratory Technician	3	3069	0	No	15	11	10
40	No	Travel_Rarely	Female	3	Manufacturing Director	3	10435	1	No	13	18	18
35	No	Non-Travel	Female	2	Healthcare Representative	3	4148	1	No	12	15	14
37	No	Travel_Rarely	Male	2	Manufacturing Director	3	5768	3	No	17	9	4
39	No	Travel_Frequently	Female	2	Manufacturing Director	3	5042	0	No	13	10	9
45	No	Travel_Rarely	Female	2	Manufacturing Director	4	5770	1	No	19	10	10
38	No	Travel_Rarely	Female	3	Manufacturing Director	3	7756	3	Yes	19	10	5
35	Yes	Travel_Rarely	Male	3	Sales Executive	1	10306	9	No	17	15	13
37	No	Travel_Rarely	Female	1	Research Scientist	2	3936	1	No	11	8	8
40	No	Travel_Rarely	Female	3	Manufacturing Director	4	7945	6	Yes	15	18	4
44	No	Travel_Frequently	Male	2	Human Resources	4	5743	4	Yes	11	14	10
48	No	Travel_Frequently	Male	4	Manager	4	15202	2	No	25	23	2
35	Yes	Travel_Rarely	Male	2	Sales Executive	4	5440	6	Yes	14	7	2
24	No	Travel_Frequently	Female	1	Research Scientist	4	3760	1	Yes	13	6	6
27	No	Travel_Rarely	Female	1	Research Scientist	3	3517	7	No	17	5	3
27	No	Travel_Frequently	Male	1	Research Scientist	4	2580	2	No	13	6	4
40	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2166	3	Yes	14	10	4
29	No	Travel_Rarely	Male	2	Sales Executive	3	5869	9	No	11	8	5
36	No	Travel_Rarely	Female	3	Healthcare Representative	1	8008	4	No	12	9	3
25	No	Travel_Frequently	Male	2	Manufacturing Director	3	5206	1	No	17	7	7
39	No	Travel_Rarely	Male	2	Manufacturing Director	2	5295	4	No	21	7	5
49	No	Travel_Rarely	Female	4	Research Director	2	16413	3	No	16	27	4
50	No	Travel_Rarely	Female	3	Research Director	1	13269	5	No	15	19	14
20	No	Travel_Rarely	Female	1	Sales Representative	3	2783	1	No	19	2	2
34	No	Travel_Rarely	Female	2	Research Scientist	2	5433	1	No	12	11	11
36	No	Travel_Rarely	Male	1	Laboratory Technician	2	2013	2	No	11	15	4
49	No	Travel_Rarely	Female	4	Healthcare Representative	3	13966	2	Yes	19	30	15
36	No	Non-Travel	Female	2	Manufacturing Director	3	4374	0	No	15	4	3
36	No	Travel_Rarely	Male	2	Healthcare Representative	1	6842	6	No	20	13	5
54	No	Travel_Rarely	Female	4	Manager	3	17426	3	No	25	36	10
43	No	Travel_Rarely	Male	4	Research Director	3	17603	1	No	24	14	14
35	Yes	Travel_Frequently	Male	2	Sales Executive	4	4581	3	Yes	24	13	11
38	No	Travel_Frequently	Male	2	Research Scientist	4	4735	7	No	15	19	13
29	No	Travel_Rarely	Male	2	Sales Executive	2	4187	1	Yes	13	10	10
33	No	Travel_Rarely	Male	2	Sales Executive	4	5505	1	No	14	6	6
32	No	Travel_Rarely	Male	2	Research Scientist	2	5470	0	No	13	10	9
31	No	Travel_Rarely	Female	2	Sales Executive	4	5476	1	No	11	10	10
49	No	Travel_Rarely	Female	1	Laboratory Technician	1	2587	4	Yes	16	17	2
38	No	Travel_Frequently	Female	1	Laboratory Technician	2	2440	1	No	22	4	4
47	No	Travel_Rarely	Female	4	Manager	2	15972	6	No	14	29	3
49	No	Travel_Rarely	Male	4	Manager	3	15379	4	No	14	23	8
41	No	Travel_Rarely	Male	3	Sales Executive	3	7082	3	Yes	16	21	2
20	No	Travel_Rarely	Male	1	Sales Representative	1	2728	1	No	11	2	2
33	No	Non-Travel	Female	2	Sales Executive	4	5368	1	Yes	25	7	6
36	No	Travel_Rarely	Male	2	Healthcare Representative	3	5347	6	No	14	10	3
44	No	Travel_Rarely	Female	1	Human Resources	4	3195	4	Yes	18	8	2
23	Yes	Travel_Rarely	Male	1	Laboratory Technician	3	3989	1	Yes	11	5	5
38	No	Travel_Rarely	Female	1	Laboratory Technician	3	3306	7	No	19	7	0
53	No	Travel_Rarely	Male	3	Healthcare Representative	4	7005	3	No	15	11	4
48	Yes	Travel_Frequently	Female	1	Sales Representative	3	2655	2	Yes	11	19	9
32	Yes	Travel_Rarely	Male	1	Laboratory Technician	2	1393	1	No	12	1	1
26	No	Non-Travel	Male	1	Laboratory Technician	4	2570	1	No	20	7	7
55	No	Travel_Rarely	Male	1	Research Scientist	2	3537	5	No	12	8	4
34	No	Travel_Rarely	Male	2	Laboratory Technician	4	3986	1	No	14	15	15
60	No	Travel_Rarely	Male	3	Healthcare Representative	4	10883	3	No	20	19	1
33	No	Travel_Rarely	Male	1	Laboratory Technician	2	2028	1	No	18	14	14
37	No	Travel_Frequently	Male	2	Sales Executive	4	9525	1	No	14	6	6
34	No	Travel_Rarely	Female	1	Research Scientist	4	2929	1	No	12	10	10
23	Yes	Travel_Rarely	Male	1	Sales Representative	4	2275	1	Yes	21	3	3
44	No	Travel_Rarely	Female	3	Healthcare Representative	4	7879	1	Yes	19	9	8
35	No	Travel_Frequently	Male	1	Research Scientist	4	4930	0	Yes	14	6	5
43	No	Travel_Rarely	Male	2	Sales Executive	4	7847	1	Yes	17	10	10
24	No	Travel_Rarely	Male	1	Research Scientist	3	4401	1	No	16	5	5
41	No	Travel_Rarely	Male	3	Sales Executive	3	9241	1	No	12	10	10
29	No	Travel_Rarely	Female	1	Laboratory Technician	3	2974	9	No	17	9	5
36	No	Travel_Rarely	Female	2	Sales Representative	4	4502	3	No	15	17	13
45	No	Non-Travel	Male	3	Healthcare Representative	3	10748	3	No	23	25	23
24	Yes	Travel_Rarely	Male	1	Human Resources	3	1555	1	No	11	1	1
47	Yes	Travel_Frequently	Male	4	Sales Executive	3	12936	7	No	11	25	23
26	No	Travel_Rarely	Male	1	Laboratory Technician	3	2305	1	No	15	3	3
45	No	Travel_Rarely	Female	4	Research Director	2	16704	1	No	11	21	21
32	No	Travel_Frequently	Male	1	Research Scientist	3	3433	6	No	13	10	5
31	No	Travel_Rarely	Male	1	Laboratory Technician	3	3477	1	No	14	6	5
41	No	Non-Travel	Male	2	Human Resources	2	6430	6	No	19	10	3
40	No	Travel_Rarely	Female	2	Manufacturing Director	1	6516	2	Yes	16	18	1
24	No	Travel_Rarely	Male	1	Laboratory Technician	1	3907	1	No	13	6	6
46	No	Travel_Rarely	Male	2	Healthcare Representative	2	5562	6	No	14	19	10
35	No	Travel_Rarely	Male	2	Manufacturing Director	3	6883	2	No	16	17	7
30	No	Travel_Rarely	Male	1	Research Scientist	4	2862	1	No	12	10	10
47	No	Non-Travel	Male	2	Sales Executive	2	4978	7	No	11	4	1
46	No	Travel_Rarely	Male	3	Sales Executive	4	10368	4	Yes	12	13	10
36	Yes	Travel_Rarely	Male	2	Sales Executive	1	6134	5	Yes	13	16	2
32	Yes	Travel_Rarely	Male	2	Sales Executive	2	6735	6	No	15	10	0
23	No	Travel_Rarely	Female	1	Laboratory Technician	2	3295	1	No	13	3	3
31	No	Travel_Frequently	Female	2	Manufacturing Director	4	5238	2	No	20	9	5
39	No	Non-Travel	Male	2	Laboratory Technician	4	6472	1	Yes	15	9	9
32	No	Travel_Rarely	Male	3	Sales Executive	3	9610	3	No	13	10	4
40	No	Travel_Rarely	Male	5	Manager	2	19833	1	No	14	21	21
45	No	Travel_Rarely	Female	3	Human Resources	3	9756	4	No	21	9	5
30	No	Travel_Frequently	Female	1	Research Scientist	1	4968	0	No	16	10	9
24	No	Travel_Frequently	Male	1	Human Resources	4	2145	0	No	14	3	2
30	Yes	Travel_Frequently	Female	1	Human Resources	4	2180	6	No	11	6	4
31	No	Travel_Rarely	Male	2	Sales Executive	3	8346	1	No	19	6	5
27	No	Travel_Rarely	Female	1	Research Scientist	4	3445	1	No	11	6	6
29	Yes	Travel_Rarely	Female	1	Sales Representative	2	2760	1	No	13	2	2
29	No	Travel_Frequently	Male	2	Healthcare Representative	3	6294	8	Yes	12	10	3
30	No	Travel_Rarely	Male	3	Sales Executive	1	7140	2	No	11	12	7
34	No	Travel_Rarely	Male	1	Research Scientist	4	2932	0	Yes	14	6	5
33	No	Non-Travel	Female	2	Sales Executive	2	5147	8	No	15	13	11
49	No	Travel_Rarely	Female	2	Sales Executive	4	4507	3	No	12	8	5
33	Yes	Travel_Rarely	Female	3	Sales Executive	1	8564	2	Yes	20	11	0
38	No	Travel_Frequently	Female	1	Laboratory Technician	2	2468	4	No	14	9	6
31	Yes	Travel_Rarely	Male	3	Sales Executive	3	8161	2	No	13	10	1
29	No	Travel_Rarely	Female	1	Research Scientist	1	2109	1	No	13	1	1
30	No	Travel_Rarely	Male	2	Healthcare Representative	3	5294	3	No	16	10	7
32	No	Non-Travel	Male	1	Research Scientist	2	2718	2	No	14	12	7
38	No	Travel_Rarely	Male	2	Healthcare Representative	4	5811	3	Yes	16	15	1
43	Yes	Travel_Frequently	Male	1	Research Scientist	3	2437	9	Yes	16	6	1
42	No	Travel_Rarely	Male	1	Laboratory Technician	2	2766	8	No	22	7	5
55	No	Travel_Rarely	Male	5	Research Director	1	19038	8	No	12	34	1
33	No	Non-Travel	Male	2	Research Scientist	2	3055	5	No	15	11	9
41	No	Travel_Rarely	Male	1	Laboratory Technician	1	2289	1	No	20	5	5
34	No	Non-Travel	Male	2	Sales Executive	3	4001	1	Yes	14	15	15
53	No	Non-Travel	Female	4	Manufacturing Director	3	12965	4	Yes	20	27	3
43	No	Travel_Rarely	Male	1	Human Resources	4	3539	0	No	13	10	9
34	No	Travel_Rarely	Female	2	Sales Executive	4	6029	5	No	12	6	2
21	Yes	Travel_Rarely	Male	1	Sales Representative	2	2679	1	No	13	1	1
38	No	Travel_Rarely	Female	1	Laboratory Technician	3	3702	1	No	11	5	5
22	Yes	Travel_Rarely	Female	1	Laboratory Technician	1	2398	1	Yes	17	1	1
31	No	Travel_Rarely	Female	2	Sales Executive	4	5468	1	No	14	13	12
51	No	Travel_Rarely	Female	3	Manager	3	13116	2	No	11	15	2
37	No	Travel_Rarely	Male	2	Sales Executive	2	4189	1	No	14	5	5
46	No	Travel_Rarely	Male	5	Research Director	4	19328	7	Yes	17	24	2
36	No	Travel_Rarely	Male	3	Healthcare Representative	1	8321	7	Yes	13	15	12
44	Yes	Travel_Frequently	Male	1	Research Scientist	2	2342	1	Yes	12	6	5
37	No	Travel_Rarely	Male	2	Human Resources	2	4071	2	No	13	19	10
35	Yes	Travel_Rarely	Male	2	Sales Executive	4	5813	1	Yes	18	10	10
33	No	Travel_Rarely	Male	1	Research Scientist	1	3143	6	No	19	14	10
28	No	Travel_Rarely	Male	1	Research Scientist	4	2044	1	No	11	5	5
39	No	Travel_Rarely	Male	3	Research Director	3	13464	7	No	21	9	4
46	No	Non-Travel	Male	2	Sales Executive	2	7991	8	No	15	6	2
40	No	Travel_Rarely	Female	1	Laboratory Technician	1	3377	4	No	17	7	4
42	No	Travel_Rarely	Male	2	Healthcare Representative	1	5538	5	No	18	10	0
35	No	Non-Travel	Male	2	Manufacturing Director	4	5762	2	No	14	15	7
38	No	Non-Travel	Male	1	Human Resources	2	2592	5	No	13	13	11
34	Yes	Travel_Frequently	Male	2	Laboratory Technician	1	5346	4	No	17	11	7
37	Yes	Travel_Rarely	Male	2	Manufacturing Director	1	4213	1	No	15	10	10
39	No	Travel_Frequently	Male	2	Sales Executive	4	4127	2	No	18	7	2
43	No	Non-Travel	Male	1	Research Scientist	3	2438	4	No	13	7	3
41	No	Travel_Rarely	Male	2	Healthcare Representative	2	6870	3	No	12	11	3
41	No	Travel_Rarely	Female	3	Sales Executive	3	10447	0	Yes	13	23	22
30	No	Travel_Rarely	Female	3	Manufacturing Director	3	9667	9	No	14	9	7
26	Yes	Travel_Rarely	Female	1	Human Resources	2	2148	0	Yes	11	6	5
46	Yes	Travel_Rarely	Female	2	Healthcare Representative	2	8926	4	No	22	13	9
40	No	Travel_Rarely	Female	2	Healthcare Representative	4	6513	4	No	17	12	5
34	No	Travel_Rarely	Male	2	Sales Executive	3	6799	1	No	21	10	10
58	No	Non-Travel	Male	4	Manager	2	16291	4	No	22	37	16
35	No	Travel_Rarely	Male	1	Laboratory Technician	3	2705	0	No	16	6	5
47	No	Travel_Rarely	Female	3	Manufacturing Director	2	10333	8	Yes	12	28	22
40	No	Travel_Rarely	Female	2	Healthcare Representative	1	4448	2	No	12	15	7
54	No	Travel_Rarely	Female	2	Research Scientist	4	6854	4	No	15	14	7
31	No	Travel_Frequently	Female	3	Sales Executive	1	9637	2	No	14	9	3
28	No	Travel_Rarely	Female	1	Research Scientist	1	3591	1	No	25	3	3
38	No	Travel_Rarely	Female	2	Sales Representative	4	5405	2	Yes	20	20	4
26	No	Travel_Rarely	Male	2	Sales Executive	4	4684	1	No	13	5	5
58	No	Travel_Frequently	Male	4	Research Director	3	15787	2	Yes	14	23	2
18	No	Non-Travel	Female	1	Research Scientist	3	1514	1	No	16	0	0
31	Yes	Travel_Rarely	Male	1	Human Resources	1	2956	0	No	17	2	1
29	Yes	Travel_Rarely	Male	1	Human Resources	1	2335	4	Yes	15	4	2
45	No	Non-Travel	Female	2	Sales Executive	3	5154	4	No	22	10	8
36	No	Travel_Rarely	Female	2	Research Scientist	2	6962	4	Yes	22	15	1
43	No	Travel_Frequently	Male	2	Sales Executive	4	5675	1	No	20	7	7
27	No	Travel_Frequently	Female	1	Laboratory Technician	4	2379	0	Yes	14	6	5
29	No	Travel_Frequently	Male	1	Laboratory Technician	4	3812	1	No	13	11	11
32	No	Travel_Frequently	Male	2	Sales Executive	4	4648	8	No	13	4	0
42	No	Non-Travel	Male	1	Research Scientist	3	2936	3	No	22	10	6
47	No	Travel_Rarely	Female	1	Laboratory Technician	3	2105	4	No	12	7	2
46	No	Travel_Rarely	Male	3	Manufacturing Director	4	8578	3	No	14	12	9
28	No	Non-Travel	Male	1	Human Resources	4	2706	1	No	15	3	3
29	No	Travel_Rarely	Male	2	Healthcare Representative	3	6384	8	No	17	11	7
42	No	Travel_Rarely	Male	1	Laboratory Technician	3	3968	4	No	13	8	0
32	Yes	Travel_Rarely	Male	2	Sales Executive	2	9907	7	Yes	12	7	2
46	No	Travel_Rarely	Female	4	Sales Executive	1	13225	2	No	12	25	19
27	No	Travel_Rarely	Female	2	Sales Representative	3	3540	1	No	21	9	9
29	No	Travel_Rarely	Male	1	Human Resources	2	2804	1	No	11	1	1
43	No	Travel_Rarely	Female	5	Manager	3	19392	7	No	13	21	16
48	No	Travel_Rarely	Male	5	Research Director	2	19665	4	No	12	29	22
29	Yes	Travel_Frequently	Male	1	Research Scientist	4	2439	1	Yes	24	1	1
46	Yes	Travel_Rarely	Female	3	Sales Executive	2	7314	5	No	21	14	8
27	No	Travel_Frequently	Female	1	Research Scientist	1	4774	0	No	19	8	7
39	No	Travel_Rarely	Male	2	Research Scientist	4	3902	8	No	14	7	2
55	No	Travel_Rarely	Male	1	Research Scientist	4	2662	8	No	20	19	5
28	No	Travel_Rarely	Female	1	Sales Representative	2	2856	1	No	19	1	1
30	Yes	Travel_Rarely	Male	1	Sales Representative	4	1081	1	No	13	1	1
22	Yes	Travel_Rarely	Male	1	Research Scientist	2	2472	1	Yes	23	1	1
36	No	Travel_Rarely	Female	2	Sales Executive	3	5673	1	Yes	13	10	10
31	No	Travel_Rarely	Male	2	Laboratory Technician	3	4197	1	No	11	10	10
34	No	Travel_Rarely	Male	3	Sales Executive	4	9713	2	Yes	13	9	5
29	No	Travel_Rarely	Male	1	Laboratory Technician	1	2062	3	No	14	11	3
37	No	Travel_Rarely	Male	2	Research Scientist	1	4284	5	Yes	22	16	5
35	No	Travel_Rarely	Female	2	Manufacturing Director	2	4788	0	Yes	11	4	3
45	No	Travel_Rarely	Female	2	Manufacturing Director	4	5906	0	No	13	10	9
36	No	Travel_Frequently	Male	2	Human Resources	4	3886	1	No	21	10	10
40	No	Travel_Rarely	Male	4	Manager	1	16823	2	No	11	22	19
26	No	Travel_Rarely	Female	1	Research Scientist	3	2933	1	Yes	13	1	1
